,flip-class,premID,premise,hypoID,hypothesis,orig-hypothesis,lab_count,maj_count,mask-type,model-label,response,model-wrong,orig-label
539,Uncertain-Flip,68991.0,"It is not the mandated, nondistortable function of the courts to inquire into all serious questions of statutory validity in all cases.",37300.0,Courts inquire into validity of cases because serious cases cannot be pursued.,Courts inquire into validity of cases because some cases cannot be pursued.,2.0,3.0,data-slices,contradiction,neutral,True,neutral
546,Certain-Flip,73132.0,We do not solicit donations in locations where we have not received written confirmation of compliance.,39521.0,We will try and get donations in certain locations.,We do not try and get donations in certain locations.,2.0,3.0,data-slices,neutral,entailment,True,entailment
548,Uncertain-Flip,73132.0,We do not solicit donations in locations where we have not received written confirmation of compliance.,39525.0,We do try and get donations in certain locations.,We do not try and get donations in certain locations.,2.0,3.0,data-slices,neutral,entailment,True,entailment
550,Uncertain-Same,74881.0,He also had orang laut pirates patrolling the seas to extort tribute from passing ships.,40472.0,The pirates were at port and chose to patrol the ocean.,The pirates were at port and chose not to patrol the ocean.,1.0,3.0,data-slices,contradiction,neutral,True,contradiction
551,Uncertain-Same,74881.0,He also had orang laut pirates patrolling the seas to extort tribute from passing ships.,40475.0,The pirates were at port and were paid to patrol the ocean.,The pirates were at port and chose not to patrol the ocean.,1.0,3.0,data-slices,contradiction,neutral,True,contradiction
553,Uncertain-Same,80219.0,"It would be more likely to be a bit after four, not before it.""",43208.0,It would probably be after four o'clock or a minute before that.,"It would probably be after four o'clock, not a minute before that.",2.0,3.0,data-slices,entailment,contradiction,True,entailment
554,Uncertain-Flip,80219.0,"It would be more likely to be a bit after four, not before it.""",43211.0,"It would probably be after four o'clock, maybe a minute before that.","It would probably be after four o'clock, not a minute before that.",2.0,3.0,data-slices,neutral,contradiction,True,entailment
556,Uncertain-Same,80219.0,"It would be more likely to be a bit after four, not before it.""",43222.0,It would probably be after four o'clock and a minute before that.,"It would probably be after four o'clock, not a minute before that.",2.0,3.0,data-slices,entailment,contradiction,True,entailment
559,Uncertain-Same,80496.0,"Sergeant. Drew corrected automatically and then asked:""How did you know I'd been in the army?"" ",43368.0,Sgt. Drew clarified that he was no longer in the army.,Sgt. Drew clarified that he had never been in the army.,1.0,3.0,data-slices,contradiction,neutral,True,contradiction
560,Uncertain-Flip,83328.0,The Edinburgh International Festival (held annually since 1947) is acknowledged as one of the world's most important arts festivals.,44973.0,The Edinburgh International Festival was founded in.,The Edinburgh International Festival was founded in the past decade.,2.0,3.0,data-slices,entailment,neutral,True,contradiction
561,Uncertain-Flip,83328.0,The Edinburgh International Festival (held annually since 1947) is acknowledged as one of the world's most important arts festivals.,44975.0,The Edinburgh International Festival was founded in the 1940s and has been held every decade.,The Edinburgh International Festival was founded in the past decade.,1.0,3.0,data-slices,entailment,neutral,True,contradiction
562,Uncertain-Same,83328.0,The Edinburgh International Festival (held annually since 1947) is acknowledged as one of the world's most important arts festivals.,44976.0,The Edinburgh International Festival was founded in the.label: neutral.,The Edinburgh International Festival was founded in the past decade.,2.0,3.0,data-slices,contradiction,neutral,True,contradiction
566,Uncertain-Same,85671.0,oh do they probably the more you pay though the better the machine you have,46354.0,The better machines cost more money because they're better.,The better machines cost more money because they're designed better.,2.0,3.0,data-slices,neutral,entailment,True,neutral
572,Certain-Flip,87394.0,"Tribal culture reigned, untouched by the more sophisticated civilization of the Roman Empire.",47287.0,The civilization of the Roman Empire tried to taint the tribal culture.,The civilization of the Roman Empire did not taint the tribal culture.,2.0,3.0,data-slices,contradiction,neutral,True,entailment
