,flip-class,premID,premise,hypoID,hypothesis,orig-hypothesis,lab_count,maj_count,mask-type,model-label,response,model-wrong,orig-label
294,Uncertain-Flip,12134.0,Both ESPN and CNBC offer an infinite supply of statistics that give the viewer the illusion of deeper understanding.,34956.0,Seeing lots of numbers without understanding their significance can make people understand things.,Seeing lots of numbers without understanding their significance can really make people understand things.,2.0,3.0,gradient,neutral,contradiction,True,contradiction
295,Uncertain-Flip,12134.0,Both ESPN and CNBC offer an infinite supply of statistics that give the viewer the illusion of deeper understanding.,34957.0,Seeing lots of numbers without understanding their significance can help people understand things.,Seeing lots of numbers without understanding their significance can really make people understand things.,1.0,3.0,gradient,neutral,neutral,False,contradiction
296,Certain-Same,12134.0,Both ESPN and CNBC offer an infinite supply of statistics that give the viewer the illusion of deeper understanding.,34961.0,Seeing numbers without understanding their significance can really make people understand things.,Seeing lots of numbers without understanding their significance can really make people understand things.,2.0,3.0,gradient,contradiction,contradiction,False,contradiction
297,Uncertain-Same,12134.0,Both ESPN and CNBC offer an infinite supply of statistics that give the viewer the illusion of deeper understanding.,34962.0,Seeing lots of numbers without understanding their significance does not help people understand things.,Seeing lots of numbers without understanding their significance can really make people understand things.,2.0,3.0,gradient,contradiction,entailment,True,contradiction
298,Uncertain-Flip,12204.0,Muslims revere the sites on the Temple  the Dome of the Rock and El-Aksa Mosque.,6533.0,Muslims know the whereabouts of the Temple the Dome of the Rock.,Muslims do not know the whereabouts of the Temple the Dome of the Rock.,2.0,3.0,data-slices,entailment,neutral,True,contradiction
299,Certain-Flip,12204.0,Muslims revere the sites on the Temple  the Dome of the Rock and El-Aksa Mosque.,6534.0,Muslims do care about the whereabouts of the Temple the Dome of the Rock.,Muslims do not know the whereabouts of the Temple the Dome of the Rock.,2.0,3.0,data-slices,entailment,contradiction,True,contradiction
300,Uncertain-Same,12204.0,Muslims revere the sites on the Temple  the Dome of the Rock and El-Aksa Mosque.,6535.0,Muslims want to know the whereabouts of the Temple the Dome of the Rock.,Muslims do not know the whereabouts of the Temple the Dome of the Rock.,2.0,3.0,data-slices,contradiction,entailment,True,contradiction
301,Uncertain-Flip,12204.0,Muslims revere the sites on the Temple  the Dome of the Rock and El-Aksa Mosque.,6536.0,Muslims like to know the whereabouts of the Temple the Dome of the Rock.,Muslims do not know the whereabouts of the Temple the Dome of the Rock.,2.0,3.0,data-slices,entailment,entailment,False,contradiction
302,Uncertain-Flip,12363.0,they get into a wrong crowd first and then they start a drug problem,63790.0,"If you get into the wrong crowd, you can end up on hard drugs.",If you get into the wrong crowd in school you can end up on hard drugs.,1.0,3.0,content-words,entailment,entailment,False,neutral
303,Certain-Same,12363.0,they get into a wrong crowd first and then they start a drug problem,63793.0,If you get into the wrong crowd at school you can end up on hard drugs.,If you get into the wrong crowd in school you can end up on hard drugs.,2.0,3.0,content-words,neutral,neutral,False,neutral
304,Uncertain-Flip,12363.0,they get into a wrong crowd first and then they start a drug problem,63800.0,"If you get into the wrong crowd first, you can end up on hard drugs.",If you get into the wrong crowd in school you can end up on hard drugs.,1.0,3.0,content-words,entailment,entailment,False,neutral
305,Uncertain-Same,12363.0,they get into a wrong crowd first and then they start a drug problem,63802.0,If you get into the wrong school you can end up on hard drugs.,If you get into the wrong crowd in school you can end up on hard drugs.,1.0,3.0,content-words,neutral,neutral,False,neutral
306,Certain-Same,12404.0,do you know who the guy was that was playing the uh the the wagon driver,64002.0,Do you know who played the guy driving the red wagon?,Do you know who played the driver of the red wagon?,1.0,3.0,content-words,neutral,neutral,False,neutral
307,Uncertain-Flip,12404.0,do you know who the guy was that was playing the uh the the wagon driver,64009.0,Do you know who played the driver of the red?,Do you know who played the driver of the red wagon?,2.0,3.0,content-words,entailment,contradiction,True,neutral
308,Uncertain-Flip,12404.0,do you know who the guy was that was playing the uh the the wagon driver,64012.0,Do you know who played the driver of the                ?,Do you know who played the driver of the red wagon?,1.0,3.0,content-words,entailment,neutral,True,neutral
309,Uncertain-Same,12404.0,do you know who the guy was that was playing the uh the the wagon driver,64013.0,Do you know who played the driver of the station wagon?,Do you know who played the driver of the red wagon?,1.0,3.0,content-words,neutral,neutral,False,neutral
310,Uncertain-Flip,12411.0,"He fished me in, Concannon said, adding, People need lawyers, and there's a growing amount of poor that need pro bono services.",35785.0,The pro bono services are not very popular with lawyers or the poor ones.,"The pro bono services are not very popular with lawyers, especially experienced ones.",2.0,3.0,gradient,contradiction,contradiction,False,neutral
311,Uncertain-Same,12411.0,"He fished me in, Concannon said, adding, People need lawyers, and there's a growing amount of poor that need pro bono services.",35789.0,The pro bono services are not very popular with the less experienced ones.,"The pro bono services are not very popular with lawyers, especially experienced ones.",1.0,3.0,gradient,neutral,neutral,False,neutral
312,Uncertain-Same,12411.0,"He fished me in, Concannon said, adding, People need lawyers, and there's a growing amount of poor that need pro bono services.",35792.0,"The pro bono services are not very popular with lawyers, according to Concannon.","The pro bono services are not very popular with lawyers, especially experienced ones.",2.0,3.0,gradient,neutral,neutral,False,neutral
313,Certain-Same,12411.0,"He fished me in, Concannon said, adding, People need lawyers, and there's a growing amount of poor that need pro bono services.",35793.0,"The pro bono services are not very popular with lawyers, especially.","The pro bono services are not very popular with lawyers, especially experienced ones.",1.0,3.0,gradient,neutral,neutral,False,neutral
314,Uncertain-Flip,12507.0,"Then I told him that it was worth just about fifty thousand dollars to me if he'd get out.""",64539.0,"To get me out, it was worth more than fifty thousand dollars.","To get me out, it was worth fifty thousand dollars. ",2.0,3.0,content-words,contradiction,contradiction,False,entailment
315,Uncertain-Same,12507.0,"Then I told him that it was worth just about fifty thousand dollars to me if he'd get out.""",64540.0,"To get me out, he had to give me fifty thousand dollars.","To get me out, it was worth fifty thousand dollars. ",2.0,3.0,content-words,entailment,neutral,True,entailment
316,Certain-Same,12507.0,"Then I told him that it was worth just about fifty thousand dollars to me if he'd get out.""",64541.0,"To get me out, it was worth fifty.","To get me out, it was worth fifty thousand dollars. ",2.0,3.0,content-words,entailment,contradiction,True,entailment
317,Uncertain-Flip,12943.0,"Reliefs depict Ptolemaic Pharaohs worshipping Horus, and the interior carvings of their food offerings are especially impressive.",66866.0,"The reliefs depict Ptolemaic Pharaohs, pastoral scenes from Egypt's farming industry.","The reliefs show idyllic, pastoral scenes from Egypt's farming industry.",2.0,3.0,content-words,neutral,contradiction,True,contradiction
318,Uncertain-Flip,12943.0,"Reliefs depict Ptolemaic Pharaohs worshipping Horus, and the interior carvings of their food offerings are especially impressive.",66873.0,"The reliefs show Ptolemaic Pharaohs, pastoral scenes from Egypt's farming industry.","The reliefs show idyllic, pastoral scenes from Egypt's farming industry.",2.0,3.0,content-words,neutral,contradiction,True,contradiction
319,Uncertain-Same,12943.0,"Reliefs depict Ptolemaic Pharaohs worshipping Horus, and the interior carvings of their food offerings are especially impressive.",66883.0,"The reliefs show idyllic, pastoral scenes from Egypt's history.","The reliefs show idyllic, pastoral scenes from Egypt's farming industry.",2.0,3.0,content-words,contradiction,contradiction,False,contradiction
320,Certain-Same,12943.0,"Reliefs depict Ptolemaic Pharaohs worshipping Horus, and the interior carvings of their food offerings are especially impressive.",66885.0,"The reliefs show idyllic, pastoral scenes from Egypt and its industry.","The reliefs show idyllic, pastoral scenes from Egypt's farming industry.",2.0,3.0,content-words,contradiction,contradiction,False,contradiction
321,Uncertain-Flip,13178.0,"It began as a Roman redoubt, but its present style was devised in the 16th century.",7116.0,"The redoubt stands to this day, it's style.","The redoubt stands to this day, it's style never changing. ",2.0,3.0,data-slices,neutral,neutral,False,contradiction
322,Certain-Flip,13178.0,"It began as a Roman redoubt, but its present style was devised in the 16th century.",7117.0,"The redoubt stands to this day, it's style was developed in the 16th century.","The redoubt stands to this day, it's style never changing. ",2.0,3.0,data-slices,entailment,contradiction,True,contradiction
323,Uncertain-Same,13178.0,"It began as a Roman redoubt, but its present style was devised in the 16th century.",7118.0,"The redoubt stands to this day, it's never been known for changing.","The redoubt stands to this day, it's style never changing. ",1.0,3.0,data-slices,contradiction,contradiction,False,contradiction
324,Certain-Same,13311.0,"I could not move on to the second sentence until the first sentence sounded true, she writes somewhat diffidently.",38517.0,"I could not progress to the second sentence without the first being true, she wrote.","I could not progress to the second statement without the first being true, she wrote.",2.0,3.0,gradient,entailment,entailment,False,entailment
325,Uncertain-Same,13311.0,"I could not move on to the second sentence until the first sentence sounded true, she writes somewhat diffidently.",38521.0,"I could not progress to the second statement due to the first being true, she wrote.","I could not progress to the second statement without the first being true, she wrote.",1.0,3.0,gradient,entailment,contradiction,True,entailment
326,Uncertain-Flip,13311.0,"I could not move on to the second sentence until the first sentence sounded true, she writes somewhat diffidently.",38523.0,"I could not progress to the third sentence without the first being true, she wrote.","I could not progress to the second statement without the first being true, she wrote.",2.0,3.0,gradient,contradiction,contradiction,False,entailment
327,Uncertain-Flip,13311.0,"I could not move on to the second sentence until the first sentence sounded true, she writes somewhat diffidently.",38524.0,"I could not progress to the second statement despite the first being true, she wrote.","I could not progress to the second statement without the first being true, she wrote.",1.0,3.0,gradient,contradiction,contradiction,False,entailment
328,Uncertain-Same,13466.0,"The parish church, the Eglise Sainte-Croix, is worth a visit for the splendid 16th-century altarpiece by Jean Bongartz of Colmar.",38939.0,The Eglise Sainte-Croix has beautiful stained.,The Eglise Sainte-Croix has beautiful stained glass windows.,2.0,3.0,gradient,neutral,neutral,False,neutral
329,Certain-Same,13466.0,"The parish church, the Eglise Sainte-Croix, is worth a visit for the splendid 16th-century altarpiece by Jean Bongartz of Colmar.",38944.0,The Eglise Sainte-Croix parish church has beautiful stained glass windows.,The Eglise Sainte-Croix has beautiful stained glass windows.,1.0,3.0,gradient,neutral,neutral,False,neutral
330,Uncertain-Flip,13466.0,"The parish church, the Eglise Sainte-Croix, is worth a visit for the splendid 16th-century altarpiece by Jean Bongartz of Colmar.",38947.0,"The Eglise Sainte-Croix, is worth a visit because it has beautiful stained glass windows.",The Eglise Sainte-Croix has beautiful stained glass windows.,1.0,3.0,gradient,contradiction,neutral,True,neutral
331,Uncertain-Flip,13466.0,"The parish church, the Eglise Sainte-Croix, is worth a visit for the splendid 16th-century altarpiece by Jean Bongartz of Colmar.",38948.0,The Eglise Sainte-Croix is worth a visit for the beautiful stained glass windows.,The Eglise Sainte-Croix has beautiful stained glass windows.,1.0,3.0,gradient,contradiction,neutral,True,neutral
332,Uncertain-Same,13514.0,"Did Simova never mention that the family was Jewish, when living with the Korbels or during subsequent sporadic communications?",7254.0,Did Simova tell the Korbels anything about the family being Jewish?,Did Simova not say anything about the family being Jewish?,2.0,3.0,data-slices,entailment,neutral,True,entailment
333,Uncertain-Same,13514.0,"Did Simova never mention that the family was Jewish, when living with the Korbels or during subsequent sporadic communications?",7255.0,Did Simova say anything about the family being Jewish?,Did Simova not say anything about the family being Jewish?,2.0,3.0,data-slices,entailment,neutral,True,entailment
334,Uncertain-Flip,13514.0,"Did Simova never mention that the family was Jewish, when living with the Korbels or during subsequent sporadic communications?",7257.0,Did Simova really say anything about the family being Jewish?,Did Simova not say anything about the family being Jewish?,2.0,3.0,data-slices,contradiction,neutral,True,entailment
335,Uncertain-Flip,13953.0,but then i have to wait for my tomatoes have to go in here in the next couple of weeks,40372.0,I have to get my tomatoes in here as soon as possible.,I can put my tomatoes in here as soon as possible.,2.0,3.0,gradient,neutral,contradiction,True,contradiction
336,Uncertain-Same,13953.0,but then i have to wait for my tomatoes have to go in here in the next couple of weeks,40378.0,I have to put my tomatoes in here as soon as possible.,I can put my tomatoes in here as soon as possible.,1.0,3.0,gradient,contradiction,contradiction,False,contradiction
337,Uncertain-Flip,13953.0,but then i have to wait for my tomatoes have to go in here in the next couple of weeks,40380.0,I can put my tomatoes in here when it's possible.,I can put my tomatoes in here as soon as possible.,1.0,3.0,gradient,entailment,entailment,False,contradiction
338,Certain-Flip,13953.0,but then i have to wait for my tomatoes have to go in here in the next couple of weeks,40381.0,I can put my tomatoes in here as.,I can put my tomatoes in here as soon as possible.,2.0,3.0,gradient,entailment,neutral,True,contradiction
339,Uncertain-Same,14106.0,But each tradition is a component of Jerusalem's greatness.,40855.0,Each tradition is important to and is part of Jerusalem's greatness.,Each tradition contributes to and is part of Jerusalem's greatness.,2.0,3.0,gradient,entailment,neutral,True,entailment
340,Certain-Flip,14106.0,But each tradition is a component of Jerusalem's greatness.,40858.0,Each tradition contributes to and detracts from Jerusalem's greatness.,Each tradition contributes to and is part of Jerusalem's greatness.,2.0,3.0,gradient,neutral,contradiction,True,entailment
341,Uncertain-Flip,14106.0,But each tradition is a component of Jerusalem's greatness.,40859.0,Each tradition contributes to and is not a part of Jerusalem's greatness.,Each tradition contributes to and is part of Jerusalem's greatness.,1.0,3.0,gradient,contradiction,contradiction,False,entailment
342,Uncertain-Same,14106.0,But each tradition is a component of Jerusalem's greatness.,40861.0,Each tradition is important and is part of Jerusalem's greatness.,Each tradition contributes to and is part of Jerusalem's greatness.,2.0,3.0,gradient,entailment,neutral,True,entailment
343,Uncertain-Same,14562.0,The tide has turned so much that one might wonder whether Wilson needs to make such a fuss about the unity of knowledge.,7906.0,It might be necessary for Wilson to make a fuss about the unity of knowledge.,It might not be necessary for Wilson to make a fuss about the unity of knowledge.,2.0,3.0,data-slices,entailment,entailment,False,entailment
344,Uncertain-Flip,14562.0,The tide has turned so much that one might wonder whether Wilson needs to make such a fuss about the unity of knowledge.,7907.0,It will not be necessary for Wilson to make a fuss about the unity of knowledge.,It might not be necessary for Wilson to make a fuss about the unity of knowledge.,2.0,3.0,data-slices,contradiction,neutral,True,entailment
345,Uncertain-Flip,14562.0,The tide has turned so much that one might wonder whether Wilson needs to make such a fuss about the unity of knowledge.,7908.0,It is not necessary for Wilson to make a fuss about the unity of knowledge.,It might not be necessary for Wilson to make a fuss about the unity of knowledge.,2.0,3.0,data-slices,neutral,neutral,False,entailment
346,Certain-Flip,14562.0,The tide has turned so much that one might wonder whether Wilson needs to make such a fuss about the unity of knowledge.,7910.0,It might be a good idea for Wilson to make a fuss about the unity of knowledge.,It might not be necessary for Wilson to make a fuss about the unity of knowledge.,2.0,3.0,data-slices,contradiction,entailment,True,entailment
347,Certain-Flip,14942.0,it's so it almost needs to be something that has more impact for the individual on going,8164.0,it has to be something that affects the individual,it has to be something that affects society more than the individual,1.0,3.0,data-slices,entailment,entailment,False,contradiction
348,Uncertain-Flip,14942.0,it's so it almost needs to be something that has more impact for the individual on going,8166.0,it has to be something that affects society as much as the individual,it has to be something that affects society more than the individual,1.0,3.0,data-slices,neutral,contradiction,True,contradiction
349,Uncertain-Same,15366.0,"Fifth, there might be changes in the role the Postal Service plays in policing the fraudulent use of the mails.",44777.0,The Postal Service isn't strict on mail fraud.,The Postal Service isn't strict enough with policing mail fraud.,1.0,3.0,gradient,neutral,neutral,False,neutral
350,Uncertain-Flip,15366.0,"Fifth, there might be changes in the role the Postal Service plays in policing the fraudulent use of the mails.",44780.0,The Postal Service isn't currently policing mail fraud.,The Postal Service isn't strict enough with policing mail fraud.,2.0,3.0,gradient,contradiction,contradiction,False,neutral
351,Uncertain-Flip,15366.0,"Fifth, there might be changes in the role the Postal Service plays in policing the fraudulent use of the mails.",44781.0,The Postal Service is good enough with policing mail fraud.,The Postal Service isn't strict enough with policing mail fraud.,1.0,3.0,gradient,contradiction,neutral,True,neutral
352,Certain-Same,15366.0,"Fifth, there might be changes in the role the Postal Service plays in policing the fraudulent use of the mails.",44784.0,The Postal Service is not doing enough with policing mail fraud.,The Postal Service isn't strict enough with policing mail fraud.,1.0,3.0,gradient,neutral,neutral,False,neutral
353,Uncertain-Same,15519.0,"Small Byzantine churches sit on street corners, side by side with family homes.",45143.0,There is a good mix of Byzantine churches and family homes there.,There is a mix of Byzantine churches and family homes there.,2.0,3.0,gradient,entailment,neutral,True,entailment
354,Uncertain-Flip,15519.0,"Small Byzantine churches sit on street corners, side by side with family homes.",45147.0,There is a great mix of Byzantine churches and family homes there.,There is a mix of Byzantine churches and family homes there.,2.0,3.0,gradient,neutral,neutral,False,entailment
355,Uncertain-Flip,15519.0,"Small Byzantine churches sit on street corners, side by side with family homes.",45148.0,There is a large number of Byzantine churches and family homes there.,There is a mix of Byzantine churches and family homes there.,1.0,3.0,gradient,neutral,neutral,False,entailment
356,Certain-Flip,15519.0,"Small Byzantine churches sit on street corners, side by side with family homes.",45150.0,There is a lack of churches and family homes there.,There is a mix of Byzantine churches and family homes there.,1.0,3.0,gradient,contradiction,contradiction,False,entailment
357,Certain-Same,15578.0,"Edinburgh's population grew fast between 1500 and 1650, and a maze of tall, unsanitary tenements sprouted along the spine of the High Street.",45288.0,"Between 1500 and 1650, Edinburgh's High Street became desolate as a result of the growing population.","Between 1500 and 1650, Edinburgh's High Street became desolate as plagues devastated the population.",1.0,3.0,gradient,contradiction,contradiction,False,contradiction
358,Uncertain-Flip,15578.0,"Edinburgh's population grew fast between 1500 and 1650, and a maze of tall, unsanitary tenements sprouted along the spine of the High Street.",45292.0,"Between 1500 and 1650, Edinburgh's High Street grew rapidly as plagues devastated the population.","Between 1500 and 1650, Edinburgh's High Street became desolate as plagues devastated the population.",2.0,3.0,gradient,neutral,neutral,False,contradiction
359,Uncertain-Same,15578.0,"Edinburgh's population grew fast between 1500 and 1650, and a maze of tall, unsanitary tenements sprouted along the spine of the High Street.",45296.0,"Between 1500 and 1650, Edinburgh's High Street became overcrowded as plague plagues devastated the population.","Between 1500 and 1650, Edinburgh's High Street became desolate as plagues devastated the population.",2.0,3.0,gradient,contradiction,neutral,True,contradiction
360,Uncertain-Flip,15578.0,"Edinburgh's population grew fast between 1500 and 1650, and a maze of tall, unsanitary tenements sprouted along the spine of the High Street.",45298.0,"Between 1500 and 1650, Edinburgh's High Street grew fast as plagues devastated the population.","Between 1500 and 1650, Edinburgh's High Street became desolate as plagues devastated the population.",2.0,3.0,gradient,neutral,neutral,False,contradiction
361,Uncertain-Flip,15810.0,"He was good, better than Jon let on, said the Kal.",46104.0,He was better than Jon and the Kal knew it.,"He was not good, and the Kal knew it. ",2.0,3.0,gradient,entailment,entailment,False,contradiction
362,Certain-Flip,15810.0,"He was good, better than Jon let on, said the Kal.",46105.0,"He was good, and the Kal knew it.","He was not good, and the Kal knew it. ",1.0,3.0,gradient,entailment,entailment,False,contradiction
363,Uncertain-Flip,15810.0,"He was good, better than Jon let on, said the Kal.",46106.0,"He was better than Jon, and the Kal knew it.","He was not good, and the Kal knew it. ",2.0,3.0,gradient,entailment,entailment,False,contradiction
364,Uncertain-Same,15810.0,"He was good, better than Jon let on, said the Kal.",46109.0,"Jon was not good, and the Kal knew it.","He was not good, and the Kal knew it. ",2.0,3.0,gradient,contradiction,neutral,True,contradiction
365,Certain-Flip,16003.0,"Currently, despite being in production, it is unclear whether the supplier of the seeker can produce it within cost, schedule, and quality targets.",8864.0,"The supplier may or may not be able to produce it on time, at the right price and quality.","The supplier will certainly not be able to produce it on time, at the right price and quality.",1.0,3.0,data-slices,entailment,entailment,False,contradiction
366,Uncertain-Flip,16003.0,"Currently, despite being in production, it is unclear whether the supplier of the seeker can produce it within cost, schedule, and quality targets.",8865.0,"The supplier will not be able to produce it on time, at the right price and quality.","The supplier will certainly not be able to produce it on time, at the right price and quality.",1.0,3.0,data-slices,neutral,neutral,False,contradiction
367,Uncertain-Same,16003.0,"Currently, despite being in production, it is unclear whether the supplier of the seeker can produce it within cost, schedule, and quality targets.",8867.0,"The supplier will be able to produce it on time, at the right price and quality.","The supplier will certainly not be able to produce it on time, at the right price and quality.",1.0,3.0,data-slices,contradiction,neutral,True,contradiction
368,Uncertain-Flip,16003.0,"Currently, despite being in production, it is unclear whether the supplier of the seeker can produce it within cost, schedule, and quality targets.",8869.0,"The supplier will certainly need to be able to produce it on time, at the right price and quality.","The supplier will certainly not be able to produce it on time, at the right price and quality.",1.0,3.0,data-slices,neutral,neutral,False,contradiction
369,Uncertain-Flip,16286.0,i wish that when they sentence someone if they're going to sentence him to five years then make him serve five years,47577.0,I think that all prisoners should be held to complete their original prison sentences.,I think that people should be held to complete their original prison sentences.,2.0,3.0,gradient,neutral,entailment,True,entailment
370,Uncertain-Same,16286.0,i wish that when they sentence someone if they're going to sentence him to five years then make him serve five years,47578.0,I think that people should be allowed to complete their original prison sentences.,I think that people should be held to complete their original prison sentences.,2.0,3.0,gradient,entailment,entailment,False,entailment
371,Uncertain-Same,16286.0,i wish that when they sentence someone if they're going to sentence him to five years then make him serve five years,47581.0,I think that people should be able to complete their original prison sentences.,I think that people should be held to complete their original prison sentences.,1.0,3.0,gradient,entailment,neutral,True,entailment
372,Certain-Same,16286.0,i wish that when they sentence someone if they're going to sentence him to five years then make him serve five years,47583.0,I think that people should be required to complete their original prison sentences.,I think that people should be held to complete their original prison sentences.,1.0,3.0,gradient,entailment,entailment,False,entailment
373,Certain-Flip,16317.0,He can indulge in the self-serving grandstanding and self-effacing silliness that only William Weld could possibly pull off.,9089.0,"He is the picture of self- serving grandstanding, just like William Weld.",He is the picture of self-deprecation and nothing like William Weld.,2.0,3.0,data-slices,entailment,entailment,False,contradiction
374,Uncertain-Flip,16317.0,He can indulge in the self-serving grandstanding and self-effacing silliness that only William Weld could possibly pull off.,9090.0,"He is the picture of self-deprecation and self-serving, just like William Weld.",He is the picture of self-deprecation and nothing like William Weld.,2.0,3.0,data-slices,entailment,contradiction,True,contradiction
375,Uncertain-Same,16317.0,He can indulge in the self-serving grandstanding and self-effacing silliness that only William Weld could possibly pull off.,9091.0,"He is the picture of self-deprecation and self-deprecation, just like William Weld.",He is the picture of self-deprecation and nothing like William Weld.,2.0,3.0,data-slices,contradiction,contradiction,False,contradiction
376,Uncertain-Same,16317.0,He can indulge in the self-serving grandstanding and self-effacing silliness that only William Weld could possibly pull off.,9093.0,"He is the picture of self-deprecation and self-effacing silliness, William Weld.",He is the picture of self-deprecation and nothing like William Weld.,2.0,3.0,data-slices,contradiction,contradiction,False,contradiction
377,Certain-Same,16320.0,"And in between, you'll come upon the historic towns of Toulouse, Albi, and Montpellier.",47664.0,"The route to our destination is surrounded by mountains, cliffs, and farmland.","The route to our destination is lined by mountains, cliffs, and farmland.",1.0,3.0,gradient,contradiction,neutral,True,contradiction
378,Uncertain-Flip,16320.0,"And in between, you'll come upon the historic towns of Toulouse, Albi, and Montpellier.",47665.0,"The route to Montpellier is lined by mountains, cliffs, and farmland.","The route to our destination is lined by mountains, cliffs, and farmland.",1.0,3.0,gradient,neutral,neutral,False,contradiction
379,Uncertain-Flip,16320.0,"And in between, you'll come upon the historic towns of Toulouse, Albi, and Montpellier.",47666.0,"The route to Toulouse is lined by mountains, cliffs, and farmland.","The route to our destination is lined by mountains, cliffs, and farmland.",1.0,3.0,gradient,neutral,neutral,False,contradiction
380,Uncertain-Same,16320.0,"And in between, you'll come upon the historic towns of Toulouse, Albi, and Montpellier.",47669.0,"The route to our town is surrounded by mountains, cliffs, and farmland.","The route to our destination is lined by mountains, cliffs, and farmland.",1.0,3.0,gradient,contradiction,neutral,True,contradiction
381,Uncertain-Same,16648.0,"Surrealism, a style he borrowed from Max Ernst and Yves Tanguy, gave him a way to express the rancid contents of his own psyche.",48708.0,"His psyche had many negative things inside, some of it.","His psyche had many negative things inside, some of it rancid.",1.0,3.0,gradient,entailment,neutral,True,entailment
382,Certain-Same,16648.0,"Surrealism, a style he borrowed from Max Ernst and Yves Tanguy, gave him a way to express the rancid contents of his own psyche.",48710.0,"His psyche had many negative things inside, some of which he expressed through Surrealism.","His psyche had many negative things inside, some of it rancid.",2.0,3.0,gradient,entailment,entailment,False,entailment
383,Uncertain-Same,16648.0,"Surrealism, a style he borrowed from Max Ernst and Yves Tanguy, gave him a way to express the rancid contents of his own psyche.",48711.0,"His psyche had many negative things inside, it was rancid.","His psyche had many negative things inside, some of it rancid.",2.0,3.0,gradient,entailment,neutral,True,entailment
384,Uncertain-Flip,16648.0,"Surrealism, a style he borrowed from Max Ernst and Yves Tanguy, gave him a way to express the rancid contents of his own psyche.",48715.0,"His psyche had many negative things inside, some of which made it rancid.","His psyche had many negative things inside, some of it rancid.",1.0,3.0,gradient,neutral,neutral,False,entailment
385,Uncertain-Flip,17436.0,A rural route is defined in terms of the roads it traverses.,50910.0,A series of unconnected roads make up what's known as a rural route.,A series of roads make up what's known as a rural route.,1.0,3.0,gradient,neutral,neutral,False,entailment
386,Uncertain-Same,17436.0,A rural route is defined in terms of the roads it traverses.,50912.0,A lot of roads make up what's known as a rural route.,A series of roads make up what's known as a rural route.,2.0,3.0,gradient,entailment,neutral,True,entailment
387,Uncertain-Flip,17436.0,A rural route is defined in terms of the roads it traverses.,50914.0,A series of city roads make up what's known as a rural route.,A series of roads make up what's known as a rural route.,1.0,3.0,gradient,contradiction,contradiction,False,entailment
388,Certain-Flip,17436.0,A rural route is defined in terms of the roads it traverses.,50918.0,A series of highways make up what's known as a rural route.,A series of roads make up what's known as a rural route.,2.0,3.0,gradient,neutral,contradiction,True,entailment
389,Uncertain-Same,17451.0,The Constant 2000 National Saving Rate simulation is intended only to show how saving more results in higher economic growth over the long term.,50977.0,The Constant 2000 National Saving Rate simulation might reveal how saving more results in higher economic growth over time as well.,The Constant 2000 National Saving Rate simulation might reveal how saving more results in higher economic growth over time.,1.0,3.0,gradient,entailment,entailment,False,entailment
390,Uncertain-Same,17454.0,because it's more comfortable for me but you know it's like when you're in school you either wear sweatpants or jeans,9635.0,"For me it's. Usually when you're in school, you'll wear sweatpants.","For me it's more comfortable. Usually when you're in school, you'll wear sweatpants.",2.0,3.0,data-slices,entailment,neutral,True,entailment
391,Uncertain-Same,17454.0,because it's more comfortable for me but you know it's like when you're in school you either wear sweatpants or jeans,9636.0,"For me it. Usually when you're in school, you'll wear sweatpants.","For me it's more comfortable. Usually when you're in school, you'll wear sweatpants.",2.0,3.0,data-slices,entailment,neutral,True,entailment
392,Certain-Same,17454.0,because it's more comfortable for me but you know it's like when you're in school you either wear sweatpants or jeans,9638.0,"For me it's much more comfortable. Usually when you're in school, you'll wear sweatpants.","For me it's more comfortable. Usually when you're in school, you'll wear sweatpants.",2.0,3.0,data-slices,entailment,neutral,True,entailment
393,Uncertain-Flip,17454.0,because it's more comfortable for me but you know it's like when you're in school you either wear sweatpants or jeans,9640.0,"For me jeans are more comfortable. Usually when you're in school, you'll wear sweatpants.","For me it's more comfortable. Usually when you're in school, you'll wear sweatpants.",2.0,3.0,data-slices,contradiction,neutral,True,entailment
394,Uncertain-Flip,17720.0,"Though harrowing, the second half of Boys Don't Cry isn't as great as the first.",51803.0,The first half of Boys Don't Cry was as great as the second.,The first half of Boys Don't Cry was better than the second.,2.0,3.0,gradient,contradiction,neutral,True,entailment
395,Certain-Same,17720.0,"Though harrowing, the second half of Boys Don't Cry isn't as great as the first.",51806.0,The first half of Boys Don't Cry was better that the second.,The first half of Boys Don't Cry was better than the second.,2.0,3.0,gradient,entailment,entailment,False,entailment
396,Uncertain-Flip,17720.0,"Though harrowing, the second half of Boys Don't Cry isn't as great as the first.",51807.0,The first half of Boys Don't Cry is as great as the second.,The first half of Boys Don't Cry was better than the second.,2.0,3.0,gradient,contradiction,contradiction,False,entailment
397,Uncertain-Same,17720.0,"Though harrowing, the second half of Boys Don't Cry isn't as great as the first.",51809.0,The first half of Boys Don't Cry was better than the first second.,The first half of Boys Don't Cry was better than the second.,2.0,3.0,gradient,entailment,neutral,True,entailment
398,Certain-Flip,18033.0,hum-um no i used to i really did uh years ago and uh i was thinking about that not too long ago that,52913.0,"I started to think about that, just like I did years ago.","I started to do it again, just like I did years ago.",2.0,3.0,gradient,entailment,entailment,False,neutral
399,Uncertain-Same,18033.0,hum-um no i used to i really did uh years ago and uh i was thinking about that not too long ago that,52914.0,"I started to do that, just like I did years ago.","I started to do it again, just like I did years ago.",2.0,3.0,gradient,neutral,contradiction,True,neutral
