HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.premise1,Input.hypothesis1,Input.lang1,Input.score1,Input.premise2,Input.hypothesis2,Input.lang2,Input.score2,Input.premise3,Input.hypothesis3,Input.lang3,Input.score3,Input.premise4,Input.hypothesis4,Input.lang4,Input.score4,Input.premise5,Input.hypothesis5,Input.lang5,Input.score5,Answer.c1.c,Answer.c2.c,Answer.c3.c,Answer.c4.c,Answer.c5.c,Answer.e1.e,Answer.e2.e,Answer.e3.e,Answer.e4.e,Answer.e5.e,Answer.n1.n,Answer.n2.n,Answer.n3.n,Answer.n4.n,Answer.n5.n,Answer.x1.x,Answer.x2.x,Answer.x3.x,Answer.x4.x,Answer.x5.x,label1,label2,label3,label4,label5
"338431Z1FMHZ5LGLSJ3F1HBLPOFROK","3EOS91U1V0D88JCHV1V3N9X72E7YB1","What is the relation between the two sentences?","Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic","$0.75","Fri Apr 24 09:53:14 PDT 2020","1","BatchId:4008406;OriginalHitTemplateId:928390905;","18000","86400","Mon Apr 27 09:53:14 PDT 2020","","","3II4UPYCOK9BB78QFX509HL2L63DQA","A1PUHCEBSOWETV","Approved","Fri Apr 24 09:53:14 PDT 2020","Fri Apr 24 10:21:24 PDT 2020","Sat Apr 25 10:21:24 PDT 2020","Sat Apr 25 10:21:45 PDT 2020","","","1690","100% (998/998)","100% (71/71)","100% (40/40)","The guest who has eaten the appropriate menu will have to take steps to pay back 1,000 yen.","Those who do not possess season tickets can purchase the seats for 1000 HUF.","ja","1.0215084064871771","On 23 and 24 March, the carrier aircraft of the association attacked Okinawa again, and on 27 March the Wilkes-Barre and the other cruisers of the Cruiser Division attacked 17 targets on the Daitō Islands.","On 23 and 24 March, the task group launched preinvasion strikes against Okinawa; and, on 27 March, Ault assisted the ships of DesRon 62 and four cruisers in shore bombardment of Minami Daito Shima.","de","1.0274004451128498","His Ethiopian compatriot Kenenisa Bekele matched his feat of four consecutive titles in 2009.","Only his illustrious compatriot Alberto Tomba did better with 7 consecutive victories.","fr","1.0235493091064665","It has a capacity of 10,800 places.","It has a capacity of 10,300.","fr","1.0220678673822012","This does not occur in the book.","This is not in the book.","fr","1.0493527163341667","false","false","false","false","false","true","false","true","true","true","false","true","false","false","false","false","false","false","false","false"
"32204AGAACEYOELK8VEDI40DBTQHGQ","3EOS91U1V0D88JCHV1V3N9X72E7YB1","What is the relation between the two sentences?","Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic","$0.75","Fri Apr 24 09:53:14 PDT 2020","1","BatchId:4008406;OriginalHitTemplateId:928390905;","18000","86400","Mon Apr 27 09:53:14 PDT 2020","","","3I2PTA7R3UWJPDE07ERNDUGS5F0QK0","A1EXO9HRNQYHWC","Approved","Fri Apr 24 09:53:24 PDT 2020","Fri Apr 24 12:18:21 PDT 2020","Sat Apr 25 12:18:21 PDT 2020","Sat Apr 25 12:18:44 PDT 2020","","","8697","100% (5/5)","100% (5/5)","100% (3/3)","Beza found time to write a Biblical drama, Abraham Sacrifiant , in which he contrasted Catholicism with Protestantism, and the work was well received.","Beza got time to write a biblical play, Abraham Sacrifiant, in which he compared Catholicism with Protestantism, and this work was well received.","id","1.0625240553407092","The enclosure and the gate were removed, a cross at the entrance disappeared.","No gate or door existed here, entry being gained through a collapsed section.","de","1.0294395085752326","The fur on them doesn't make ruffles.","There’s nothing fishy about them.","cs","1.0242107857929987","Lipa crashed in the hurricane of Olivia on July 17, 2010.","He remarried Nina de Zomer on 17 July 2010.","cs","1.0248144619684083","‹ The template Infobox Simpsons episode is being considered for merging. › ""Eternal Moonshine of the Simpson Mind"" is the ninth episode of The Simpsons' nineteenth season.","""Eternal Moonshine of the Simpson Mind"" is the ninth episode of the nineteenth season animation sitcom of the United States The Simpsons.","id","1.0306992874107923","false","false","true","true","false","true","false","false","false","true","false","true","false","false","false","false","false","false","false","false"
"3BKZLF99001BNY5NLRNDYIZI7CCYQ1","3EOS91U1V0D88JCHV1V3N9X72E7YB1","What is the relation between the two sentences?","Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic","$0.75","Fri Apr 24 09:53:14 PDT 2020","1","BatchId:4008406;OriginalHitTemplateId:928390905;","18000","86400","Mon Apr 27 09:53:14 PDT 2020","","","3M81GAB8A1LIWAA611EUERX2ILRQBG","A98E8M4QLI9RS","Approved","Fri Apr 24 09:53:16 PDT 2020","Fri Apr 24 11:21:09 PDT 2020","Sat Apr 25 11:21:09 PDT 2020","Sat Apr 25 11:21:44 PDT 2020","","","5273","100% (580/580)","100% (56/56)","100% (37/37)","The planned average cruising speed was 15 knots.","The estimated top speed was 15 knots.","de","1.0282282294315157","On 4 March 1993 the owner and the Cologne-Düsseldorfer concluded a charter contract for three years in which a pre-purchase right for the new shipowner was agreed.","On March 11, the Bulls and Bill Cartwright mutually agreed to a three-year extension on the head coach’s contract.","de","1.0251260299291265","The 2010 census also examined the age distribution of the city population: the total population is 26,5% under the age of 18 and 8,8% over the age of 65.","At the 2010 census, the city's age distribution of the population showed 26.5% under the age of 18 and 8.8% who were 65 years of age or older.","cs","1.0344901724278115","Though his pay was not affected and he still continued as the government botanist, he never lost his sense of grievance over losing the position.","He was never a favorite of Soviet leadership for his lifestyle, and after losing his title, his situation was difficult.","cs","1.020075659684284","It was certainly a positive season for this group.","However, this season was quite successful for the club.","de","1.025634117609969","true","true","false","true","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false","false"
"3PKVGQTFIIMBZZKNY6CD389N3YEYR2","3EOS91U1V0D88JCHV1V3N9X72E7YB1","What is the relation between the two sentences?","Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic","$0.75","Fri Apr 24 09:53:14 PDT 2020","1","BatchId:4008406;OriginalHitTemplateId:928390905;","18000","86400","Mon Apr 27 09:53:14 PDT 2020","","","30MVJZJNHNFIMURW8RGPQKQQGQWJ98","A3TK7HVFEKB00R","Approved","Fri Apr 24 09:53:25 PDT 2020","Fri Apr 24 10:46:47 PDT 2020","Sat Apr 25 10:46:47 PDT 2020","Sat Apr 25 10:47:44 PDT 2020","","","3202","100% (2/2)","100% (2/2)","100% (1/1)","The final nomination round took place on 4 July and included 216 athletes in ten sports.","Vega's event took place on August 11, and included 12 athletes in total.","de","1.036136607755723","This was the last commission entrusted to him, since Peter had not been satisfied with his son's performance and his lack of enthusiasm.","This is the last task entrusted to him, because Pyotr is not satisfied with his son's appearance and lack of enthusiasm.","id","1.07357042942017","Observing the markers of the first bullet in battle, on average, a quiet shooter might reach the accuracy of a shooting range as shown on the second column of tables on the second bullet fired at the same target.","Observing the tracer from the first round in battle, the average, calm gunner might achieve the firing range accuracy shown in the second column with the second round fired at the same target.","id","1.0545051180128198","Nanjing, Fujian, Guangdong, Shanxi, and Yunnan were all strongholds of Ming resistance.","Nanjing, Fujian, Guangdong, Shanxi and Yunnan were all Ming strongholds.","fr","1.055794303424218","1957 - Ngo Dinh Diem of South Vietnam survived the assassination attempt by communist Vietkong at Ban Me Thuot.","1957 – Ngô Đình Diệm of South Vietnam survives a communist shooting assassination attempt in Buôn Ma Thuột.","id","1.0398257104775643","true","false","false","false","false","false","false","false","true","false","false","true","true","false","true","false","false","false","false","false"
"3S37Y8CWI9209ONP8TYCAIDX0CUW4I","3EOS91U1V0D88JCHV1V3N9X72E7YB1","What is the relation between the two sentences?","Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic","$0.75","Fri Apr 24 09:53:14 PDT 2020","1","BatchId:4008406;OriginalHitTemplateId:928390905;","18000","86400","Mon Apr 27 09:53:14 PDT 2020","","","337RC3OW064MERSZEDXYYHSFB7KVL2","A397K04YEICKVH","Approved","Fri Apr 24 09:53:15 PDT 2020","Fri Apr 24 10:27:16 PDT 2020","Sat Apr 25 10:27:16 PDT 2020","Sat Apr 25 10:27:44 PDT 2020","","","2041","100% (53/53)","100% (53/53)","100% (24/24)","This particularly affected the approximately 5.7 million Soviet prisoners of war, of whom about 3.3 million were killed in German captivity.","Out of 5.7 million Soviet POW taken by the German 3.6 million died in captivity.","de","1.0226199778171523","He was educated in his village, after which he received a bachelor's degree from a local college in Bhiwani.","He was educated in his village, after he won a college degree from the local Chinese in Bhiwani.","id","1.0659232761754227","In strictly binary mixtures, the composition of the coexisting phases can be determined by drawing connecting lines.","In strictly binary mixtures the composition of the coexisting phases can be determined by drawing tie-lines.","fr","1.093781721803448","They immediately hit it off as friends, and Sambora was invited to a rehearsal.","They immediately get along as good friends, and Sambora is invited to a rehearsal.","fr","1.0897330003471941","However, this version of the conflict is not entirely accepted by historians.","However, this modified timeline is not universally accepted by historians.","cs","1.022797215114675","true","false","false","false","false","false","false","true","false","false","false","true","false","true","true","false","false","false","false","false"
"3I7SHAD35NY1NZBU6PQW4WVGTC6M71","3EOS91U1V0D88JCHV1V3N9X72E7YB1","What is the relation between the two sentences?","Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic","$0.75","Fri Apr 24 09:53:14 PDT 2020","1","BatchId:4008406;OriginalHitTemplateId:928390905;","18000","86400","Mon Apr 27 09:53:14 PDT 2020","","","3K5TEWLKGWDKOQKTTA0L610NU3QVIO","AIQ1I6ODSIO56","Approved","Fri Apr 24 09:53:15 PDT 2020","Fri Apr 24 14:27:56 PDT 2020","Sat Apr 25 14:27:56 PDT 2020","Sat Apr 25 14:28:44 PDT 2020","","","16481","100% (92/92)","100% (20/20)","100% (18/18)","End-telesis is the process by which matter is taken into the cell, and exo-tocysis is the process by which matter is removed from the cell into the outer space.","Endocytosis refers to when substances are taken into the cell, whereas for exocytosis substances are moved from the cell into the extracellular space.","ja","1.037511565435428","The mood lightens with the entry of the angels and blessed boys (women's and children's choruses) bearing the soul of Faust; the music here is perhaps a relic of the ""Christmas Games"" scherzo envisioned in the abortive four-movement draft plan.","The mood becomes clear with the entrance of angels and blessed boys (female and children's choir) carrying Faust's soul; music is perhaps a remnant of the scherza ""Christmas Games"" predicted in an unrealistic original design of four sentences.","cs","1.0645074742334772","Witten's Freiber tulip pulpit is considered to be the most important monument to the Reformation.","The Northern Moravian witch trials are considered to be part of the Catholic counter-reformation.","cs","1.020410852045878","That same year, Ryan Lott composed the music for Eleanor Rigby's film La Disparition.","Benson directed their feature film The Disappearance of Eleanor Rigby.","fr","1.0356399820792483","His parents separated when he was 13 and he was brought up by his mother as a single parent.","My father died when I was 13 years old, and I was raised by my mother alone.","ja","1.0238421909278097","true","false","false","false","false","false","false","false","false","true","false","true","true","true","false","false","false","false","false","false"
"3L60IFZKF4KCOAGVS1WV34CEQT3HHP","3EOS91U1V0D88JCHV1V3N9X72E7YB1","What is the relation between the two sentences?","Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic","$0.75","Fri Apr 24 09:53:14 PDT 2020","1","BatchId:4008406;OriginalHitTemplateId:928390905;","18000","86400","Mon Apr 27 09:53:14 PDT 2020","","","3R3YRB5GRG555TCVCWY3THAL3OCAUA","AKNV05F5X5YAC","Approved","Fri Apr 24 09:53:23 PDT 2020","Fri Apr 24 14:31:28 PDT 2020","Sat Apr 25 14:31:28 PDT 2020","Sat Apr 25 14:31:44 PDT 2020","","","16685","100% (25/25)","100% (25/25)","100% (25/25)","Smike refuses to go, but the threat of legal action remains.","Moken is currently tolerated, but the law has not changed.","id","1.0240995208466033","They claim a large tract of country lying in the eastern part of this Territory, but are scarcely ever found upon their own land.","It is stable, although it often flies into southern areas, rarely individual individuals appear in the territory of the Czech Republic.","cs","1.0245230060335913","Dirge was as a French band formed in 1994.","Pleymo is a French band formed in 1997.","de","1.0229059569740642","In an animation film direct-to-video Hulk vs. Wolverine, X-23 appears as a baby in a cameo appearance among hundreds of clones at the Weapon X research facility. Laura / X-23 described by Dafne Keen in the tenth entry of the X-Men movie franchise, Logan, directed by James Mangold.","In the direct-to-video animated film Hulk vs. Wolverine, X-23 appears as an infant in a cameo appearance among hundreds of clones in the Weapon X research facility.","id","1.0458099393614686","The floor was formed by smooth limestone and gradually weighed down.","It had a sharply limited band of enamel, and grew continually.","cs","1.025321963799532","true","false","false","false","true","false","false","false","true","false","false","true","true","false","false","false","false","false","false","false"
"3IKMEYR0LXXZBAELF1WLTSM4TRPK2E","3EOS91U1V0D88JCHV1V3N9X72E7YB1","What is the relation between the two sentences?","Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic","$0.75","Fri Apr 24 09:53:14 PDT 2020","1","BatchId:4008406;OriginalHitTemplateId:928390905;","18000","86400","Mon Apr 27 09:53:14 PDT 2020","","","3P59JYT76MM10D22ZCFEI35L8MDT2V","A98E8M4QLI9RS","Approved","Fri Apr 24 09:53:15 PDT 2020","Fri Apr 24 11:19:35 PDT 2020","Sat Apr 25 11:19:35 PDT 2020","Sat Apr 25 11:19:44 PDT 2020","","","5180","100% (580/580)","100% (56/56)","100% (37/37)","The game ended with a 1:0 home win.","The match finished as a 1–0 home win.","de","1.0242610136719486","Hindu mythology says that he was the son of the Agni God because he was called Agnibhuh.","Agbasin, was named Isin, because the god’s original name was Agba-Isin.","id","1.0234720260977643","His 2012 season in the Sprint Cup Series began with a win in the Budweiser Shootout at Daytona International Speedway, his first win in the event; his margin of victory over Tony Stewart, 0.013 seconds, was the closest in the event's history.","His season at the Sprint Cup started with the Budweiser Shootout exhibition race, in which he almost crashed twice, but finally managed to win the photo finish by 0.013 seconds before the second Tony Stewart.","cs","1.0314979504097412","The launch was postponed again to NET 6 January 2015, in order to allow more tests before committing to a firm launch date.","The launch was postponed again until January 6, 2015, to allow further testing before committing to a firm launch date.","fr","1.0922564523322509","It brings to it horns of rhinoceros and ivory in more than five million arrows.","Guruvayur temple has in excess of 50 elephants.","fr","1.021687288065522","false","true","false","false","true","true","false","true","true","false","false","false","false","false","false","false","false","false","false","false"
"3P6ENY9P7AYCK5RFYJEG3GDTQ6IHII","3EOS91U1V0D88JCHV1V3N9X72E7YB1","What is the relation between the two sentences?","Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic","$0.75","Fri Apr 24 09:53:14 PDT 2020","1","BatchId:4008406;OriginalHitTemplateId:928390905;","18000","86400","Mon Apr 27 09:53:14 PDT 2020","","","3MHW492WW1F6K9AKEPYDYU74BCAVM4","AIQ1I6ODSIO56","Approved","Fri Apr 24 09:53:16 PDT 2020","Fri Apr 24 14:29:22 PDT 2020","Sat Apr 25 14:29:22 PDT 2020","Sat Apr 25 14:29:44 PDT 2020","","","16566","100% (92/92)","100% (20/20)","100% (18/18)","The rulers from no. 33 to no. 42 are well documented in many reliable Tibetan, Chinese and foreign sources.","From the 33rd King, Tibetan rulers are well documented in both Tibetan and Chinese and other foreign sources.","cs","1.0581054169903454","Sapna Babul Ka... Bidaai is an Indian television drama that is aired from October 9, 2007 to November 13, 2010 at S.T.A.R. Plus, Monday through Friday.","Sapna Babul Ka...Bidaai is an Indian soap drama that aired from 9 October 2007 to 13 November 2010 on STAR Plus channel, Monday to Friday.","id","1.0633207557208186","In 2008, in the 2008 Games, a player in Hokkaido set a new world record of 2 minutes and 7 seconds and 51 seconds at the flat swimming final.","At the start of 2008 she ran a Croatian record of 7.32 seconds for the 60 metres flat indoors.","ja","1.0224395148141716","He took the name Radek from a favourite character, Andrzej Radek, in Syzyfowe prace ('The Labors of Sisyphus', 1897) by Stefan Żeromski.","He took Ramek's name from his favorite character, Andrzej Radek, at Syzyfowe prace ('The Labor of Sisphus', 1897) by Stefan Βeromski.","id","1.091388117057248","A play on Four Horsemen of the Apocalypse, it refers to types of criminals who use the internet to facilitate crime and consequently jeopardize the rights of honest internet users.","It is a pun to the ""Four Horsemen of the Apocalypse"" and refers to criminals who use the Internet to commit crimes.","de","1.0504112525655191","false","false","true","false","false","true","true","false","true","true","false","false","false","false","false","false","false","false","false","false"
"3WGCNLZJKGAK8JQF4GAKKWH9HCF1D2","3EOS91U1V0D88JCHV1V3N9X72E7YB1","What is the relation between the two sentences?","Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic","$0.75","Fri Apr 24 09:53:14 PDT 2020","1","BatchId:4008406;OriginalHitTemplateId:928390905;","18000","86400","Mon Apr 27 09:53:14 PDT 2020","","","36U2A8VAG21SYF5MYO8HQGJU4OHKYX","AKNV05F5X5YAC","Approved","Fri Apr 24 09:53:16 PDT 2020","Fri Apr 24 11:45:53 PDT 2020","Sat Apr 25 11:45:53 PDT 2020","Sat Apr 25 11:46:44 PDT 2020","","","6757","100% (25/25)","100% (25/25)","100% (25/25)","At the same time, these events occurred during the occupation of the Rhineland by American, Belgian, British and French troops.","Otters also operated in Antarctica in the service of American, Belgian and British expeditions.","cs","1.0234215623565226","As mayor, he was dismissed by city representatives at the initiative of the opposition ČSSD on 29 June 2015.","She was elected by the House to be the Chair of the Environmental Audit Committee on 9 June 2010.","cs","1.0229127115761305","But symptoms of tuberculosis brought his academic life to a close and, in the hope that the sea might benefit his health, he joined the medical department of the Royal Navy in 1848.","With the hope that the sea could benefit his health, he joined the medical department of the United Kingdom in 1848.","id","1.045516130504624","It has the traditional name Thabit (ﺛﺎﺑﺖ, Arabic for ""the endurer"").","The star bears the historical name Thabit (Arabic: ""The Unshakable"").","de","1.0429714742002638","She is mentioned in Spenser's poem The Faerie Queene (1590) as Gwendolene, and appears in the mythopoeic writings of William Blake as one of the twelve Daughters of Albion.","It was mentioned in Spenser The Faerie Queene (1590) as Gwendolene, and it appeared in Mythopoeia's writings, William Blake as one of the twelve daughters of Albion.","id","1.0879728498813246","false","true","true","true","true","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false"
"3HY86PZXPZKP0P4F0BL4QEZUHOG1EV","3EOS91U1V0D88JCHV1V3N9X72E7YB1","What is the relation between the two sentences?","Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic","$0.75","Fri Apr 24 09:53:14 PDT 2020","1","BatchId:4008406;OriginalHitTemplateId:928390905;","18000","86400","Mon Apr 27 09:53:14 PDT 2020","","","3S96KQ6I9N6O3N0IW1ZVEMWP5D2TD4","A1SX8IVV82M0LW","Approved","Fri Apr 24 09:53:26 PDT 2020","Fri Apr 24 09:57:17 PDT 2020","Sat Apr 25 09:57:17 PDT 2020","Sat Apr 25 09:57:44 PDT 2020","","","231","100% (1395/1395)","100% (156/156)","100% (29/29)","In second practice, Hamilton was again quickest but was also caught out again.","In the final segment, Hamilton was again the fastest and achieved pole position.","de","1.0227390682380848","The rate of smoking in the nation increased faster even than in neighboring France, where the anti-tobacco movement was tiny and far less influential.","Smoking rates in Germany are increasing faster than in France with smaller and less influential antifire movement.","id","1.0654983387920711","This led to a reduction in the range of their topics.","This in turn would reduce response bias from subjects.","de","1.031963103397662","Awan was a city or possibly a region of Elam whose precise location is not certain, but it has been variously conjectured to be north of Susa, in south Luristan, close to Dezful, or Godin Tepe.","Clouds are either a city or perhaps Elam region where the exact location is uncertain, but it is estimated that in northern Susan, in the southern Lorestān, close to Dezful, or Godin Tepe.","id","1.062142813975364","The position of her grave near the pyramid of Neferefre could indicate that she was the wife of this king and therefore that Neferefre was the father of Menkaouhor.","The position of her tomb close to the pyramid of Neferefre could indicate that she was this king's consort and thus that Neferefre was Menkauhor's father.","fr","1.0782304060822905","true","false","false","false","false","false","true","false","true","true","false","false","true","false","false","false","false","false","false","false"
"3VEI3XUCZSZHQLSM7JGUQHGBZTBRP1","3EOS91U1V0D88JCHV1V3N9X72E7YB1","What is the relation between the two sentences?","Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic","$0.75","Fri Apr 24 09:53:14 PDT 2020","1","BatchId:4008406;OriginalHitTemplateId:928390905;","18000","86400","Mon Apr 27 09:53:14 PDT 2020","","","3SB4CE2TJWXXMX6QH19QDO9PX6TAX2","AUZNPN9K203UD","Approved","Fri Apr 24 09:53:26 PDT 2020","Fri Apr 24 10:38:05 PDT 2020","Sat Apr 25 10:38:05 PDT 2020","Sat Apr 25 10:38:44 PDT 2020","","","2679","100% (128/128)","100% (69/69)","100% (24/24)","Hanau, the capital of Hanau-Münzenberg, consisted at the time of the legally separate cities: Althanau (""Old Hanau"") and Neuhanau (""New Hanau"").","The residence city of Hanau-Münzenberg, Hanau, at that time consisted of two legally independent cities: Alt- und Neu-Hanau.","de","1.0219003990493496","Their task was to provide photogrammetric services serving the preservation and restoration of monuments in the GDR.","This is done through the provision of earmarked funds for the conservation and restoration of monuments.","cs","1.022663460917234","The unstable Council, in an effort to find allies where it was possible, was able to join the Federation with the Ukrainian People's Republic, at the same time shortly thereafter to join the Federation with the Georgian Democratic Republic and, meanwhile, Cuban ambassadors in France declared their country's full independence.","The final sparks came when the Rada first turned towards Ukraine to enter a federal union with Hetman Pavlo Skoropadsky, and after its downfall, entered into a similar union with the Democratic Republic of Georgia, whilst its foreign envoys in France proclaimed independence from Russia.","cs","1.0306509331426608","All vowels occur both orally and (context-free) nasally, and long and short, giving 40 full vowels.","The Woleian has gelatinous (long) or nasalized consonants and distinguishes short and long vowels.","fr","1.0211851919598398","Other supporters include Eusebius of Nikomedia, Paulinus of Tyre, Aktius of Lydda, Menofantus of Ephesus, and Teognus of Nica.","Other supporters included Eusebius of Nicomedia, Paulinus of Tyrus, Actius of Lydda, Menophantus of Ephesus, and Theognus of Nicaea.","id","1.0480048734760767","false","true","true","true","false","true","false","false","false","true","false","false","false","false","false","false","false","false","false","false"
"3KTZHH2ONJH5NDGDGUI2IWRB4WCM8O","3EOS91U1V0D88JCHV1V3N9X72E7YB1","What is the relation between the two sentences?","Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic","$0.75","Fri Apr 24 09:53:14 PDT 2020","1","BatchId:4008406;OriginalHitTemplateId:928390905;","18000","86400","Mon Apr 27 09:53:14 PDT 2020","","","3YHH42UU5CH6LQRJBG99DO2PHB7L00","APOLV05EJ6XVQ","Approved","Fri Apr 24 09:53:21 PDT 2020","Fri Apr 24 10:38:20 PDT 2020","Sat Apr 25 10:38:20 PDT 2020","Sat Apr 25 10:38:44 PDT 2020","","","2699","100% (2/2)","100% (2/2)","100% (1/1)","Approximately 500 were captured, and approximately 1,000 reportedly defected.","Fifty people died, and another 1,500 went missing.","ja","1.0213239192257322","This lake is close to the Mediterranean Sea.","It is close to the Arabian sea.","id","1.0265491757618148","Kremenz and seven children whom he had raised.","Sophia had seven children who reached adulthood.","de","1.0203237763454065","To guard against an exit from the red fleet, the Germans deployed a large combat group, including the new battleship Tirpitz, cruisers, destroyers in the Baltic Sea from August to September 1941, and laid a series of minefields in the Gulf of Finland.","To guard against a breakout by the Red Fleet, the Germans deployed a large battlegroup—including the new battleship Tirpitz, cruisers, and destroyers—to the Baltic in August–September 1941, and laid a series of minefields across the Gulf of Finland.","fr","1.0808467143385219","In addition to scatological behavior, the movie has several scenes that feature sexual images, violence, and drinking.","In addition to scatological humour, the film shows sexual images, violence and alcohol.","fr","1.048515287215665","true","false","false","false","false","false","false","false","true","true","false","true","true","false","false","false","false","false","false","false"
"3PKJ68EHDOY8FGBLG1ZGFHST3L7HJU","3EOS91U1V0D88JCHV1V3N9X72E7YB1","What is the relation between the two sentences?","Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic","$0.75","Fri Apr 24 09:53:14 PDT 2020","1","BatchId:4008406;OriginalHitTemplateId:928390905;","18000","86400","Mon Apr 27 09:53:14 PDT 2020","","","3FK0YFF9P0IPAW4TSHZ4LQQH25MVVL","A98E8M4QLI9RS","Approved","Fri Apr 24 14:54:09 PDT 2020","Fri Apr 24 15:07:01 PDT 2020","Sat Apr 25 15:07:01 PDT 2020","Sat Apr 25 15:07:44 PDT 2020","","","772","100% (580/580)","100% (56/56)","100% (37/37)","The wall cannot withstand freedom"" . .","The wall cannot withstand freedom.""","de","1.1118343331542475","(Audio and the Virgin Mary) are represented as symbols of mercy and are expressed so that we can feel it.","Venus: The Roman goddess of love (and Mars's mistress) endeavors to restrain Mars and maintain peace.","ja","1.0221879556071405","But by being present and making it standard cellular communication system, it makes analog systems slowly disappear, not only in Indonesia, but also in Europe.","Supplemented by civil statutes and regulations, it became the basis for later dynastic codes not only in China but elsewhere in East Asia.","id","1.029643707455727","In effect, Ma Huateng earned $1 billion that added to $37 billion in cash, exceeding Jack Ma with a total of $33.6 billion in wealth.","On his second try he was successful and ended up using 34,000 pounds of bronze, costing a total of 22,000 ducats.","id","1.0257757373167171","After her husband's death, she received an annual pension from the end of December 1771.","He was promoted to first pensionary after the death of his predecessor in January 1774.","de","1.026080804942605","false","true","true","true","true","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false"
"3ZURAPD289PH634BVM5A8WKUTPV1FD","3EOS91U1V0D88JCHV1V3N9X72E7YB1","What is the relation between the two sentences?","Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic","$0.75","Fri Apr 24 09:53:14 PDT 2020","1","BatchId:4008406;OriginalHitTemplateId:928390905;","18000","86400","Mon Apr 27 09:53:14 PDT 2020","","","3GLB5JMZFYXKYIECC10OF3H0FJUGDI","AUZNPN9K203UD","Approved","Fri Apr 24 09:53:23 PDT 2020","Fri Apr 24 10:34:57 PDT 2020","Sat Apr 25 10:34:57 PDT 2020","Sat Apr 25 10:35:44 PDT 2020","","","2494","100% (128/128)","100% (69/69)","100% (24/24)","The mentioned net vault is located in the main ship.","A wooden ship replica is in the main nave.","cs","1.024622372832474","The next day Rodal's unit set off to evacuate the rest of the group they had met.","The next day, Rodal's troops tried to save the rest of the group of civilians.","fr","1.0599387580621775","He was elected as a Whig to the Twenty-sixth and Twenty-seventh Congresses (March 4, 1839 – March 3, 1843) but was an unsuccessful candidate for reelection in 1842 to the Twenty-eighth Congress.","He was reelected in 1836 and served as the 25th class. He served from 1837 to 43, the 26th and 27th term, but in 1842 he turned down the re-identification candidate.","ja","1.020629643675361","Methling's decision was confirmed by the Main Committee of Citizenship on 26 August 2008.","Substance replaced by the Prüm Decisions on 26 August 2008.","de","1.021037521550178","Yeager commented, ""It was a difficult plane to fly, but... I brought it to 1.05 Mach."" Crossfield was more direct, saying, ""No one wanted to fly on the XF-92.","Crossfield was more direct, saying ""Nobody wanted to fly the XF-92.","fr","1.021177196768656","true","false","true","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false","false","false"
