,Unnamed: 0,review-num,sentence-num,pred-model,fill-model,original,mask-filled,token_changes,n_gram,Word2Vec-Score,Bert-Score,gold-label,fill_prob,orig-label,new-label,orig-label-prob,new-label-prob,label-changed,label-prob-diff
21437,21437,68,0,imdb-BaseBert,BaseBart,The combination of Dan Haggerty (Elves) and Linda Blair (Exorcist) is enough to make any horror fan excited about this movie.,The combination of Dan Haggerty (Elves) and Linda Blair (Exorcist) is enough to make any horror fan want to see this movie.,"('fan excited about', 'to fan want see')",3,0.9921276005408382,0.9919233322143556,0,-0.1010192260146141,0,1,0.97,0.38,True,0.59
21438,21438,68,0,imdb-BaseBert,BaseBart,The combination of Dan Haggerty (Elves) and Linda Blair (Exorcist) is enough to make any horror fan excited about this movie.,The combination of Dan Haggerty (Elves) and Linda Blair (Exorcist) is enough to make any horror fan want to know more about this movie.,"('excited', 'to want know more')",1,0.9909501473786934,0.9876154661178588,0,-0.1215476617217064,0,1,0.97,0.14,True,0.83
21440,21440,68,0,imdb-BaseBert,BaseBart,The combination of Dan Haggerty (Elves) and Linda Blair (Exorcist) is enough to make any horror fan excited about this movie.,The combination of Dan Haggerty (Elves) and Linda Blair (Exorcist) is enough to make any horror fan want to see this movie.,"('excited about', 'to want see')",2,0.9921276005408382,0.9919233322143556,0,-0.09955241531133653,0,1,0.97,0.38,True,0.59
21442,21442,68,0,imdb-BaseBert,BaseBart,The combination of Dan Haggerty (Elves) and Linda Blair (Exorcist) is enough to make any horror fan excited about this movie.,The combination of Dan Haggerty (Elves) and Linda Blair (Exorcist) is enough to make any horror fan want to see this movie.,"('fan excited about', 'to fan want see')",3,0.9921276005408382,0.9919233322143556,0,-0.1010192260146141,0,1,0.97,0.38,True,0.59
21443,21443,68,0,imdb-BaseBert,BaseBart,The combination of Dan Haggerty (Elves) and Linda Blair (Exorcist) is enough to make any horror fan excited about this movie.,The combination of Dan Haggerty (Elves) and Linda Blair (Exorcist) is enough to make any horror fan want to see the movie.,"('excited about this', 'to want see the')",3,0.9903795518338148,0.9896849393844604,0,-0.11358776688575745,0,1,0.97,0.44,True,0.53
21447,21447,68,0,imdb-BaseBert,BaseBart,The combination of Dan Haggerty (Elves) and Linda Blair (Exorcist) is enough to make any horror fan excited about this movie.,The combination of Dan Haggerty (Elves) and Linda Blair (Exorcist) is enough to make any horror fan excited.,"('about this movie', 'excited.')",3,0.9906217441648832,0.989251673221588,0,-0.139027938246727,0,1,0.97,0.11,True,0.86
21454,21454,68,2,imdb-BaseBert,BaseBart,At least that's the way I approached this film.,That's the way I approached this film.,"('At least that', ""That's"")",3,0.981187355532078,0.9474947452545166,0,-0.06628561019897461,0,1,0.94,0.33,True,0.6099999999999999
21455,21455,68,2,imdb-BaseBert,BaseBart,At least that's the way I approached this film.,"At some point, I changed the way I approached this film.","(""least that's"", 'some point, I changed')",3,0.9699675379581638,0.9207270741462708,0,-0.35024505853652954,0,1,0.94,0.15,True,0.7899999999999999
21462,21462,68,2,imdb-BaseBert,BaseBart,At least that's the way I approached this film.,At least that's the way I feel about this film.,"('approached', 'feel about')",1,0.9839721202254998,0.969746708869934,0,-0.12117399275302887,0,1,0.94,0.04,True,0.8999999999999999
21463,21463,68,2,imdb-BaseBert,BaseBart,At least that's the way I approached this film.,At least that's the way I feel about this film.,"('I approached', 'I feel about')",2,0.9839721202254998,0.969746708869934,0,-0.15926150977611542,0,1,0.94,0.04,True,0.8999999999999999
21464,21464,68,2,imdb-BaseBert,BaseBart,At least that's the way I approached this film.,At least that's the way I feel about this film.,"('approached this', 'feel about this')",2,0.9839721202254998,0.969746708869934,0,-0.2035939991474152,0,1,0.94,0.04,True,0.8999999999999999
21466,21466,68,2,imdb-BaseBert,BaseBart,At least that's the way I approached this film.,At least that's the way I feel about this film.,"('I approached this', 'I feel about this')",3,0.9839721202254998,0.969746708869934,0,-0.24599139392375946,0,1,0.94,0.04,True,0.8999999999999999
21488,21488,68,3,imdb-BaseBert,BaseBart,"But boy, was I in for a shockI love horror movies.","But boy, was I in for a shockI love you.","('horror movies', 'you.')",2,0.9610389856804936,0.953731119632721,0,-0.3034286797046661,0,1,0.99,0.01,True,0.98
21491,21491,68,3,imdb-BaseBert,BaseBart,"But boy, was I in for a shockI love horror movies.","But boy, was I in for a shockI love you!","('horror movies.', 'you!')",3,0.9513125827584108,0.9479433298110962,0,-0.2938900887966156,0,1,0.99,0.0,True,0.99
21493,21493,68,3,imdb-BaseBert,BaseBart,"But boy, was I in for a shockI love horror movies.","But boy, was I in for a shockI love you.","('horror movies', 'you.')",2,0.9610389856804936,0.953731119632721,0,-0.3034286797046661,0,1,0.99,0.01,True,0.98
21496,21496,68,3,imdb-BaseBert,BaseBart,"But boy, was I in for a shockI love horror movies.","But boy, was I in for a shockI love you!","('horror movies.', 'you!')",3,0.9513125827584108,0.9479433298110962,0,-0.2938900887966156,0,1,0.99,0.0,True,0.99
21577,21577,68,6,imdb-BaseBert,BaseBart,"But to say that this movie was lacking, is an understatement.","But saying that this movie was lacking, is an understatement.","('to say', 'saying')",2,0.9930618986400244,0.9898783564567566,0,-0.2577633559703827,0,1,0.92,0.1,True,0.8200000000000001
21584,21584,68,6,imdb-BaseBert,BaseBart,"But to say that this movie was lacking, is an understatement.","But to say that this is lacking, is an understatement.","('movie was', 'is')",2,0.9825459734076702,0.972667157649994,0,-0.18347595632076266,0,1,0.92,0.09,True,0.8300000000000001
21586,21586,68,6,imdb-BaseBert,BaseBart,"But to say that this movie was lacking, is an understatement.","But to say that is lacking, is an understatement.","('this movie was', 'is')",3,0.978003810764976,0.9604008197784424,0,-0.30635571479797363,0,1,0.92,0.22,True,0.7000000000000001
21587,21587,68,6,imdb-BaseBert,BaseBart,"But to say that this movie was lacking, is an understatement.","But to say that this is the case, is an understatement.","('movie was lacking', 'is the case,')",3,0.9682600641171908,0.9519005417823792,0,-0.4151330590248108,0,1,0.92,0.4,True,0.52
21589,21589,68,6,imdb-BaseBert,BaseBart,"But to say that this movie was lacking, is an understatement.","But to say that this movie is good, is an understatement.","('was lacking', 'is good,')",2,0.9884548653174132,0.9818033576011658,0,-0.3413699269294739,0,1,0.92,0.0,True,0.92
21591,21591,68,6,imdb-BaseBert,BaseBart,"But to say that this movie was lacking, is an understatement.","But to say that this is the case, is an understatement.","('movie was lacking', 'is the case,')",3,0.9682600641171908,0.9519005417823792,0,-0.4151330590248108,0,1,0.92,0.4,True,0.52
21592,21592,68,6,imdb-BaseBert,BaseBart,"But to say that this movie was lacking, is an understatement.",But to say that this movie is a masterpiece is an understatement.,"('was lacking,', 'is a masterpiece')",3,0.9699656629459784,0.9706302881240844,0,-0.3687114715576172,0,1,0.92,0.0,True,0.92
21594,21594,68,6,imdb-BaseBert,BaseBart,"But to say that this movie was lacking, is an understatement.","But to say that this movie was lacking, is an overstatement.","('understatement', 'overstatement.')",1,0.9942128666694366,0.9783111214637756,0,-0.3260801434516907,0,1,0.92,0.14,True,0.78
21608,21608,68,7,imdb-BaseBert,BaseBart,This movie was pure trash.,This movie was amazing.,"('pure trash', 'amazing.')",2,0.9045502277496552,0.9581107497215272,0,-0.4490926563739777,0,1,1.0,0.0,True,1.0
21610,21610,68,7,imdb-BaseBert,BaseBart,This movie was pure trash.,This movie is amazing.,"('was pure trash', 'is amazing.')",3,0.8908726153718184,0.9508375525474548,0,-0.5562090277671814,0,1,1.0,0.0,True,1.0
21611,21611,68,7,imdb-BaseBert,BaseBart,This movie was pure trash.,This movie was amazing.,"('pure trash.', 'amazing.')",3,0.9045502277496552,0.9581107497215272,0,-0.4762342572212219,0,1,1.0,0.0,True,1.0
21612,21612,68,7,imdb-BaseBert,BaseBart,This movie was pure trash.,This movie was pure genius.,"('trash', 'genius.')",1,0.9443961050078052,0.9701881408691406,0,-0.3749776184558869,0,1,1.0,0.0,True,1.0
21613,21613,68,7,imdb-BaseBert,BaseBart,This movie was pure trash.,This movie was amazing.,"('pure trash', 'amazing.')",2,0.9045502277496552,0.9581107497215272,0,-0.4490926563739777,0,1,1.0,0.0,True,1.0
21614,21614,68,7,imdb-BaseBert,BaseBart,This movie was pure trash.,This movie was pure genius.,"('trash.', 'genius.')",2,0.9443961050078052,0.9701881408691406,0,-0.3027415871620178,0,1,1.0,0.0,True,1.0
21615,21615,68,7,imdb-BaseBert,BaseBart,This movie was pure trash.,This movie is amazing.,"('was pure trash', 'is amazing.')",3,0.8908726153718184,0.9508375525474548,0,-0.5562090277671814,0,1,1.0,0.0,True,1.0
21616,21616,68,7,imdb-BaseBert,BaseBart,This movie was pure trash.,This movie was amazing.,"('pure trash.', 'amazing.')",3,0.9045502277496552,0.9581107497215272,0,-0.4762342572212219,0,1,1.0,0.0,True,1.0
21617,21617,68,7,imdb-BaseBert,BaseBart,This movie was pure trash.,This movie was pure genius.,"('trash.', 'genius.')",3,0.9443961050078052,0.9701881408691406,0,-0.3027415871620178,0,1,1.0,0.0,True,1.0
21710,21710,68,11,imdb-BaseBert,BaseBart,Not once do you see any sign of sadness or discomfort on the part of Joseph's character.,Not once do you see any sign of any discomfort on the part of Joseph's character.,"('sadness or', 'any')",2,0.9930735453415296,0.9899253845214844,0,-0.13544707000255585,1,0,0.94,0.25,True,0.69
21712,21712,68,11,imdb-BaseBert,BaseBart,Not once do you see any sign of sadness or discomfort on the part of Joseph's character.,Not once do you see any sign of discomfort on the part of Joseph's character.,"('of sadness or', 'of')",3,0.9937826201776176,0.9911630749702454,0,-0.05139987170696258,1,0,0.94,0.41,True,0.53
21725,21725,68,11,imdb-BaseBert,BaseBart,Not once do you see any sign of sadness or discomfort on the part of Joseph's character.,Not once do you see any sign of sadness or discomfort on the face of the character's character.,"('part of Joseph', ""of the face character's"")",3,0.9881704716808382,0.9701191186904908,0,-0.2219361960887909,1,0,0.94,0.46,True,0.4799999999999999
21840,21840,68,14,imdb-BaseBert,BaseBart,"All and all, very disappointing.","All and all, very well done.","('disappointing', 'well done.')",1,0.9691387645075924,0.9499320387840272,0,-0.3606421649456024,0,1,1.0,0.0,True,1.0
21841,21841,68,14,imdb-BaseBert,BaseBart,"All and all, very disappointing.","All and all, thank you.","('very disappointing', 'thank you.')",2,0.9248630741501216,0.9027832746505736,0,-0.3436154425144196,0,1,1.0,0.0,True,1.0
21842,21842,68,14,imdb-BaseBert,BaseBart,"All and all, very disappointing.","All and all, very much appreciated.","('disappointing.', 'much appreciated.')",2,0.9628513727901604,0.93900465965271,0,-0.35182031989097595,0,1,1.0,0.0,True,1.0
21843,21843,68,14,imdb-BaseBert,BaseBart,"All and all, very disappointing.",All and all.,"(', very disappointing', 'all.')",3,0.9180471638029812,0.9176869392395021,0,-0.3337738513946533,0,1,1.0,0.01,True,0.99
21844,21844,68,14,imdb-BaseBert,BaseBart,"All and all, very disappointing.","All and all, thank you.","('very disappointing.', 'thank you.')",3,0.9248630741501216,0.9027832746505736,0,-0.4215658009052277,0,1,1.0,0.0,True,1.0
21845,21845,68,14,imdb-BaseBert,BaseBart,"All and all, very disappointing.","All and all, very much appreciated.","('disappointing.', 'much appreciated.')",3,0.9628513727901604,0.93900465965271,0,-0.35182031989097595,0,1,1.0,0.0,True,1.0
22107,22107,69,7,imdb-BaseBert,BaseBart,The problem is that this killer isn't all that mysterious as she is characterized as much as Harry is.,The problem is that this killer isn't characterized as much as she is characterized as much as Harry is.,"('all that mysterious', 'characterized as much')",3,0.991832000582306,0.938028872013092,1,-0.17948095500469208,1,0,0.81,0.38,True,0.43000000000000005
22110,22110,69,7,imdb-BaseBert,BaseBart,The problem is that this killer isn't all that mysterious as she is characterized as much as Harry is.,The problem is that this killer isn't all that mysterious as she is. At least not as much as Harry is.,"('characterized', 'is. At least not')",1,0.9908336249915894,0.942129373550415,1,-0.1559542864561081,1,0,0.81,0.37,True,0.44000000000000006
22111,22111,69,7,imdb-BaseBert,BaseBart,The problem is that this killer isn't all that mysterious as she is characterized as much as Harry is.,The problem is that this killer isn't all that mysterious as she seems. At least not as much as Harry is.,"('is characterized', 'seems. At least not')",2,0.9893546405327176,0.9360599517822266,1,-0.1916414350271225,1,0,0.81,0.3,True,0.51
22113,22113,69,7,imdb-BaseBert,BaseBart,The problem is that this killer isn't all that mysterious as she is characterized as much as Harry is.,The problem is that this killer isn't all that mysterious as it seems. At least not as much as Harry is.,"('she is characterized', 'it seems. At least not')",3,0.9873662729067064,0.9298332333564758,1,-0.24846869707107544,1,0,0.81,0.36,True,0.45000000000000007
22114,22114,69,7,imdb-BaseBert,BaseBart,The problem is that this killer isn't all that mysterious as she is characterized as much as Harry is.,"The problem is that this killer isn't all that mysterious as she seems, as much as Harry is.","('is characterized as', 'as seems,')",3,0.9937351179695496,0.9544112086296082,1,-0.1763313114643097,1,0,0.81,0.43,True,0.38000000000000006
22115,22115,69,7,imdb-BaseBert,BaseBart,The problem is that this killer isn't all that mysterious as she is characterized as much as Harry is.,"The problem is that this killer isn't all that mysterious as she is, or as mysterious as Harry is.","('characterized as much', 'mysterious as is, or')",3,0.9915221688557492,0.9447066187858582,1,-0.1972239911556244,1,0,0.81,0.24,True,0.5700000000000001
22116,22116,69,7,imdb-BaseBert,BaseBart,The problem is that this killer isn't all that mysterious as she is characterized as much as Harry is.,The problem is that this killer isn't all that mysterious as she is characterized as the same as Harry is.,"('much', 'the same')",1,0.9972713761562108,0.9697248935699464,1,-0.21290843188762665,1,0,0.81,0.3,True,0.51
22117,22117,69,7,imdb-BaseBert,BaseBart,The problem is that this killer isn't all that mysterious as she is characterized as much as Harry is.,"The problem is that this killer isn't all that mysterious as she is characterized as, well, just as Harry is.","('as much', 'as, well, just')",2,0.9922368337860203,0.9627532958984376,1,-0.2339233011007309,1,0,0.81,0.33,True,0.48000000000000004
22118,22118,69,7,imdb-BaseBert,BaseBart,The problem is that this killer isn't all that mysterious as she is characterized as much as Harry is.,The problem is that this killer isn't all that mysterious as she is characterized as the same as Harry is.,"('much as', 'as the same')",2,0.9972713761562108,0.9697248935699464,1,-0.2436504364013672,1,0,0.81,0.3,True,0.51
22119,22119,69,7,imdb-BaseBert,BaseBart,The problem is that this killer isn't all that mysterious as she is characterized as much as Harry is.,"The problem is that this killer isn't all that mysterious as she is, or as mysterious as Harry is.","('characterized as much', 'mysterious as is, or')",3,0.9915221688557492,0.9447066187858582,1,-0.1972239911556244,1,0,0.81,0.24,True,0.5700000000000001
22121,22121,69,7,imdb-BaseBert,BaseBart,The problem is that this killer isn't all that mysterious as she is characterized as much as Harry is.,The problem is that this killer isn't all that mysterious as she is characterized as she is.,"('much as Harry', 'she')",3,0.9925420127088016,0.9503563046455384,1,-0.140446737408638,1,0,0.81,0.26,True,0.55
22122,22122,69,8,imdb-BaseBert,BaseBart,"This really detracts from the presence of the main character who ruled all of his previous film appearances with, pardon the pun, Magnum Force.","This really doesn’t detract from the presence of the main character who ruled all of his previous film appearances with, pardon the pun, Magnum Force.","('detracts', 'doesn’t detract')",1,0.99607139641249,0.9768409729003906,1,-0.12499052286148073,0,1,0.84,0.36,True,0.48
22124,22124,69,8,imdb-BaseBert,BaseBart,"This really detracts from the presence of the main character who ruled all of his previous film appearances with, pardon the pun, Magnum Force.","This really sets the stage for the presence of the main character who ruled all of his previous film appearances with, pardon the pun, Magnum Force.","('detracts from', 'sets the stage for')",2,0.9908244973746558,0.973404049873352,1,-0.21191050112247467,0,1,0.84,0.22,True,0.62
22127,22127,69,8,imdb-BaseBert,BaseBart,"This really detracts from the presence of the main character who ruled all of his previous film appearances with, pardon the pun, Magnum Force.","This really shows the presence of the main character who ruled all of his previous film appearances with, pardon the pun, Magnum Force.","('detracts from the', 'shows the')",3,0.9952197876099154,0.9746807813644408,1,-0.1615818440914154,0,1,0.84,0.04,True,0.7999999999999999
22130,22130,69,8,imdb-BaseBert,BaseBart,"This really detracts from the presence of the main character who ruled all of his previous film appearances with, pardon the pun, Magnum Force.","This really detracts from the greatness of the main character who ruled all of his previous film appearances with, pardon the pun, Magnum Force.","('presence of', 'greatness of')",2,0.99713852526044,0.9896826148033142,1,-0.17032070457935333,0,1,0.84,0.01,True,0.83
22132,22132,69,8,imdb-BaseBert,BaseBart,"This really detracts from the presence of the main character who ruled all of his previous film appearances with, pardon the pun, Magnum Force.","This really detracts from the greatness of the main character who ruled all of his previous film appearances with, pardon the pun, Magnum Force.","('the presence of', 'the greatness of')",3,0.99713852526044,0.9896826148033142,1,-0.18892283737659452,0,1,0.84,0.01,True,0.83
22138,22138,69,8,imdb-BaseBert,BaseBart,"This really detracts from the presence of the main character who ruled all of his previous film appearances with, pardon the pun, Magnum Force.","This really detracts from the presence of James Franco, who ruled all of his previous film appearances with, pardon the pun, Magnum Force.","('the main character', 'James Franco,')",3,0.9812188367419185,0.9714782238006592,1,-0.19898657500743866,0,1,0.84,0.26,True,0.58
22143,22143,69,8,imdb-BaseBert,BaseBart,"This really detracts from the presence of the main character who ruled all of his previous film appearances with, pardon the pun, Magnum Force.","This really detracts from the presence of James Franco, who ruled all of his previous film appearances with, pardon the pun, Magnum Force.","('the main character', 'James Franco,')",3,0.9812188367419185,0.9714782238006592,1,-0.19898657500743866,0,1,0.84,0.26,True,0.58
22183,22183,69,11,imdb-BaseBert,BaseBart,--- 7/10Rated R for violence and a rape scene,---A scene for violence and a rape scene,"('7/10Rated R', '---A scene')",2,0.9356257971424294,0.8536874651908875,1,-0.5049228668212891,0,1,0.64,0.07,True,0.5700000000000001
22186,22186,69,11,imdb-BaseBert,BaseBart,--- 7/10Rated R for violence and a rape scene,---A scene of violence and a rape scene,"('7/10Rated R for', '---A scene of')",3,0.9157012939146054,0.8563767075538635,1,-0.4619397819042206,0,1,0.64,0.1,True,0.54
22189,22189,69,11,imdb-BaseBert,BaseBart,--- 7/10Rated R for violence and a rape scene,--- 7/10Rated R for language and a rape scene,"('for violence', 'for language')",2,0.9545086970571188,0.9924865961074828,1,-0.2767588496208191,0,1,0.64,0.41,True,0.23000000000000004
22192,22192,69,11,imdb-BaseBert,BaseBart,--- 7/10Rated R for violence and a rape scene,--- 7/10Rated R for a rape scene,"('for violence and', 'for')",3,0.9605634322205098,0.9755578637123108,1,-0.14032337069511416,0,1,0.64,0.19,True,0.45
22193,22193,69,11,imdb-BaseBert,BaseBart,--- 7/10Rated R for violence and a rape scene,--- 7/10Rated R for violence in rape scene,"('violence and a', 'violence in')",3,0.9702301791813838,0.9820916056632996,1,-0.30943718552589417,0,1,0.64,0.1,True,0.54
22194,22194,69,11,imdb-BaseBert,BaseBart,--- 7/10Rated R for violence and a rape scene,--- 7/10Rated R for violence and a violent scene,"('rape', 'violent')",1,0.9707943345018132,0.9864726066589355,1,-0.23643329739570615,0,1,0.64,0.01,True,0.63
22195,22195,69,11,imdb-BaseBert,BaseBart,--- 7/10Rated R for violence and a rape scene,--- 7/10Rated R for violence and a violent scene,"('a rape', 'a violent')",2,0.9707943345018132,0.9864726066589355,1,-0.2798371016979217,0,1,0.64,0.01,True,0.63
22196,22196,69,11,imdb-BaseBert,BaseBart,--- 7/10Rated R for violence and a rape scene,--- 7/10Rated R for violence and a strong sexual component,"('rape scene', 'strong sexual component')",2,0.9043909110819712,0.9766960740089417,1,-0.2962435185909271,0,1,0.64,0.01,True,0.63
22197,22197,69,11,imdb-BaseBert,BaseBart,--- 7/10Rated R for violence and a rape scene,--- 7/10Rated R for violence in the scene,"('and a rape', 'in the')",3,0.9368930418985054,0.9777613878250122,1,-0.26491403579711914,0,1,0.64,0.49,True,0.15000000000000002
22198,22198,69,11,imdb-BaseBert,BaseBart,--- 7/10Rated R for violence and a rape scene,--- 7/10Rated R for violence and sexual content.,"('a rape scene', 'sexual content.')",3,0.9037640325010406,0.9662271738052368,1,-0.17396430671215055,0,1,0.64,0.02,True,0.62
22199,22199,69,11,imdb-BaseBert,BaseBart,--- 7/10Rated R for violence and a rape scene,--- 7/10Rated R for violence and a strong sexual component,"('rape scene', 'strong sexual component')",3,0.9043909110819712,0.9766960740089417,1,-0.2962435185909271,0,1,0.64,0.01,True,0.63
22201,22201,69,11,imdb-BaseBert,BaseBart,--- 7/10Rated R for violence and a rape scene,--- 7/10Rated R for violence and a strong sexual component,"('rape scene', 'strong sexual component')",2,0.9043909110819712,0.9766960740089417,1,-0.2962435185909271,0,1,0.64,0.01,True,0.63
22203,22203,69,11,imdb-BaseBert,BaseBart,--- 7/10Rated R for violence and a rape scene,--- 7/10Rated R for violence and sexual content.,"('a rape scene', 'sexual content.')",3,0.9037640325010406,0.9662271738052368,1,-0.17396430671215055,0,1,0.64,0.02,True,0.62
22204,22204,69,11,imdb-BaseBert,BaseBart,--- 7/10Rated R for violence and a rape scene,--- 7/10Rated R for violence and a strong sexual component,"('rape scene', 'strong sexual component')",3,0.9043909110819712,0.9766960740089417,1,-0.2962435185909271,0,1,0.64,0.01,True,0.63
22230,22230,70,0,imdb-BaseBert,BaseBart,How his charter evolved as both man and ape was outstanding.,How his charter evolved as both man and ape was not clear.,"('outstanding', 'not clear.')",1,0.9836436034424956,0.9611143469810486,1,-0.2755695879459381,1,0,1.0,0.34,True,0.6599999999999999
22232,22232,70,0,imdb-BaseBert,BaseBart,How his charter evolved as both man and ape was outstanding.,How his charter evolved as both man and ape was debated,"('outstanding.', 'debated')",2,0.9731648148496176,0.9641576409339904,1,-0.31023141741752625,1,0,1.0,0.5,True,0.5
22235,22235,70,0,imdb-BaseBert,BaseBart,How his charter evolved as both man and ape was outstanding.,How his charter evolved as both man and ape was debated,"('outstanding.', 'debated')",3,0.9731648148496176,0.9641576409339904,1,-0.31023141741752625,1,0,1.0,0.5,True,0.5
22240,22240,70,1,imdb-BaseBert,BaseBart,Not to mention the scenery of the film.,Not the best scenery of the film.,"('to mention the', 'the best')",3,0.9802173094678628,0.9234378933906556,1,-0.35471421480178833,1,0,0.92,0.0,True,0.92
22241,22241,70,1,imdb-BaseBert,BaseBart,Not to mention the scenery of the film.,Not to mention the rest of the film.,"('mention the scenery', 'mention the rest')",3,0.9756966227410389,0.9530425667762756,1,-0.26412758231163025,1,0,0.92,0.02,True,0.9
22242,22242,70,1,imdb-BaseBert,BaseBart,Not to mention the scenery of the film.,Not to mention the rest of the film.,"('scenery', 'rest')",1,0.9756966227410389,0.9530425667762756,1,-0.37140825390815735,1,0,0.92,0.02,True,0.9
22243,22243,70,1,imdb-BaseBert,BaseBart,Not to mention the scenery of the film.,Not to mention the rest of the film.,"('the scenery', 'the rest')",2,0.9756966227410389,0.9530425667762756,1,-0.3440359830856323,1,0,0.92,0.02,True,0.9
22244,22244,70,1,imdb-BaseBert,BaseBart,Not to mention the scenery of the film.,Not to mention the rest of the film.,"('scenery of', 'rest of')",2,0.9756966227410389,0.9530425667762756,1,-0.4408645331859589,1,0,0.92,0.02,True,0.9
22245,22245,70,1,imdb-BaseBert,BaseBart,Not to mention the scenery of the film.,Not to mention the rest of the film.,"('mention the scenery', 'mention the rest')",3,0.9756966227410389,0.9530425667762756,1,-0.26412758231163025,1,0,0.92,0.02,True,0.9
22246,22246,70,1,imdb-BaseBert,BaseBart,Not to mention the scenery of the film.,Not to mention the rest of the film.,"('the scenery of', 'the rest of')",3,0.9756966227410389,0.9530425667762756,1,-0.4602505266666413,1,0,0.92,0.02,True,0.9
22247,22247,70,1,imdb-BaseBert,BaseBart,Not to mention the scenery of the film.,Not to mention the rest of the film.,"('scenery of the', 'the rest of')",3,0.9756966227410389,0.9530425667762756,1,-0.4438502788543701,1,0,0.92,0.02,True,0.9
22302,22302,70,5,imdb-BaseBert,BaseBart,i could feel my heart pounding.,i could feel my head pounding.,"('heart', 'head')",1,0.9700247075132526,0.9749798774719238,1,-0.4008113443851471,1,0,0.97,0.38,True,0.59
22345,22345,70,7,imdb-BaseBert,BaseBart,His portrayal of John was Oscar worthy; as he should have been nominated for it.,His portrayal of John was not nominated; as he should have been nominated for it.,"('Oscar worthy', 'not nominated;')",2,0.9882774497333094,0.9496623873710632,1,-0.22684386372566226,1,0,1.0,0.24,True,0.76
22347,22347,70,7,imdb-BaseBert,BaseBart,His portrayal of John was Oscar worthy; as he should have been nominated for it.,His portrayal of John Wayne was not nominated; as he should have been nominated for it.,"('was Oscar worthy', 'Wayne was not nominated;')",3,0.988523560387582,0.9377422332763672,1,-0.3776864409446716,1,0,1.0,0.37,True,0.63
22348,22348,70,7,imdb-BaseBert,BaseBart,His portrayal of John was Oscar worthy; as he should have been nominated for it.,His portrayal of John was not as good as he should have been nominated for it.,"('Oscar worthy;', 'not as good')",3,0.9826371763673212,0.9355576038360596,1,-0.15078304708003998,1,0,1.0,0.12,True,0.88
22527,22527,72,1,imdb-BaseBert,BaseBart,"In my opinion, Chaplin's voice simply did not fit his silent characters that made him rich and famous.","In my opinion, Chaplin's voice simply reminded me of his silent characters that made him rich and famous.","('did not fit', 'reminded me of')",3,0.9895815740236878,0.9698485136032104,0,-0.20071518421173096,0,1,0.99,0.0,True,0.99
22536,22536,72,1,imdb-BaseBert,BaseBart,"In my opinion, Chaplin's voice simply did not fit his silent characters that made him rich and famous.","In my opinion, Chaplin's voice simply did not fit his silent nature, and that made him rich and famous.","('characters', 'nature, and')",1,0.9912198446552124,0.966955542564392,0,-0.23202717304229736,0,1,0.99,0.03,True,0.96
22562,22562,72,2,imdb-BaseBert,BaseBart,His career never recovered when sound came to film.,His voice was never fully recovered when sound came to film.,"('career never', 'voice was never fully')",2,0.968426061065222,0.9427074790000916,0,-0.35897499322891235,0,1,0.56,0.45,True,0.11000000000000004
22564,22564,72,2,imdb-BaseBert,BaseBart,His career never recovered when sound came to film.,The film recovered when sound came to film.,"('His career never', 'The film')",3,0.9424700493976028,0.9097719788551332,0,-0.5859803557395935,0,1,0.56,0.41,True,0.15000000000000008
22565,22565,72,2,imdb-BaseBert,BaseBart,His career never recovered when sound came to film.,His favorite moment was when sound came to film.,"('career never recovered', 'favorite moment was')",3,0.9591010619885072,0.915877103805542,0,-0.5576831102371216,0,1,0.56,0.01,True,0.55
22566,22566,72,2,imdb-BaseBert,BaseBart,His career never recovered when sound came to film.,His career never ended when sound came to film.,"('recovered', 'ended')",1,0.9875821317184184,0.9654502868652344,0,-0.21619586646556851,0,1,0.56,0.12,True,0.44000000000000006
22567,22567,72,2,imdb-BaseBert,BaseBart,His career never recovered when sound came to film.,His career began when sound came to film.,"('never recovered', 'began')",2,0.976440142767816,0.9571328163146972,0,-0.3380908966064453,0,1,0.56,0.11,True,0.45000000000000007
22568,22568,72,2,imdb-BaseBert,BaseBart,His career never recovered when sound came to film.,His career never ended when sound came to film.,"('recovered when', 'ended when')",2,0.9875821317184184,0.9654502868652344,0,-0.2784709930419922,0,1,0.56,0.12,True,0.44000000000000006
22569,22569,72,2,imdb-BaseBert,BaseBart,His career never recovered when sound came to film.,His favorite moment was when sound came to film.,"('career never recovered', 'favorite moment was')",3,0.9591010619885072,0.915877103805542,0,-0.5576831102371216,0,1,0.56,0.01,True,0.55
22583,22583,72,2,imdb-BaseBert,BaseBart,His career never recovered when sound came to film.,His career never recovered when sound came into play.,"('came to film', 'came into play.')",3,0.9711537518347424,0.9647577404975892,0,-0.43227851390838623,0,1,0.56,0.12,True,0.44000000000000006
22584,22584,72,2,imdb-BaseBert,BaseBart,His career never recovered when sound came to film.,His career never recovered when sound came to mind.,"('film', 'mind.')",1,0.9778308910492288,0.9445541501045228,0,-0.16346295177936554,0,1,0.56,0.23,True,0.33000000000000007
22585,22585,72,2,imdb-BaseBert,BaseBart,His career never recovered when sound came to film.,His career never recovered when sound came into play.,"('to film', 'into play.')",2,0.9711537518347424,0.9647577404975892,0,-0.1892943382263184,0,1,0.56,0.12,True,0.44000000000000006
